title,link,company,salary,location
Product Operations Analyst – Bengaluru,https://www.ycombinator.com/companies/flagright/jobs/KsR0kMu-product-operations-analyst-bengaluru,Flagright,,"Bangalore, India"
Product Operations Analyst – Singapore,https://www.ycombinator.com/companies/flagright/jobs/7PDtKJa-product-operations-analyst-singapore,Flagright,,Singapore
Product Operations Analyst – Kuala Lumpur-based,https://www.ycombinator.com/companies/flagright/jobs/1VciIz5-product-operations-analyst-kuala-lumpur-based,Flagright,,Kuala Lumpur
Security & Compliance Manager - Bengaluru,https://www.ycombinator.com/companies/flagright/jobs/JqHTxpE-security-compliance-manager-bengaluru,Flagright,,"Bangalore, India"
Event Manager - London (with up to 50% travel),https://www.ycombinator.com/companies/flagright/jobs/kSfE7Qg-event-manager-london-with-up-to-50-travel,Flagright,,London
360 Sales Executive (APAC),https://www.ycombinator.com/companies/flagright/jobs/EVq0l6a-360-sales-executive-apac,Flagright,,Singapore
Senior Sales Executive (North America) - New York (Hybrid),https://www.ycombinator.com/companies/flagright/jobs/tFmCBM6-senior-sales-executive-north-america-new-york-hybrid,Flagright,,USA (New York)
Senior Sales Executive (Europe & Middle East) - London,https://www.ycombinator.com/companies/flagright/jobs/6oLlngE-senior-sales-executive-europe-middle-east-london,Flagright,,London
Head of Finance & Legal - London,https://www.ycombinator.com/companies/flagright/jobs/cuDnxxZ-head-of-finance-legal-london,Flagright,,United Kingdom
Founding Solutions Engineer - London,https://www.ycombinator.com/companies/flagright/jobs/ASlVdIo-founding-solutions-engineer-london,Flagright,,London
Technical Ex-Founder - London,https://www.ycombinator.com/companies/flagright/jobs/VhCIjNS-technical-ex-founder-london,Flagright,,London
Senior Frontend Engineer - Bengaluru,https://www.ycombinator.com/companies/flagright/jobs/wm4sveP-senior-frontend-engineer-bengaluru,Flagright,₹2.4M - ₹4M INR,"Bengaluru, KA, IN"
Technical Ex-Founder - San Francisco Bay Area,https://www.ycombinator.com/companies/flagright/jobs/zRgvRjT-technical-ex-founder-san-francisco-bay-area,Flagright,,USA (San Francisco)
Product Operations Analyst - Remote (European Union),https://www.ycombinator.com/companies/flagright/jobs/Gw8Xnkh-product-operations-analyst-remote-european-union,Flagright,,Remote EU / Remote (US)
Senior Software Engineer - Bengaluru,https://www.ycombinator.com/companies/flagright/jobs/s70X02L-senior-software-engineer-bengaluru,Flagright,,"Bangalore, India"
 EdTech Sales Executive,https://www.ycombinator.com/companies/hokali/jobs/J4U1J72-edtech-sales-executive,Hokali,$100K - $180K,US / Remote (US)
Fullstack Engineer,https://www.ycombinator.com/companies/emobi/jobs/fpo8B1z-fullstack-engineer,Emobi,$80K - $140K,"San Francisco, CA, US"
"Software Engineer, Product",https://www.ycombinator.com/companies/beam/jobs/zzayAC3-software-engineer-product,Beam,$120K - $180K,"New York, NY, US"
Frontend Engineer (Contract),https://www.ycombinator.com/companies/beam/jobs/KS0XVBR-frontend-engineer-contract,Beam,$21 - $55,Remote (US)
Freelance Writer,https://www.ycombinator.com/companies/beam/jobs/aH0lePZ-freelance-writer,Beam,$17 - $20,Remote (US)
"Software Engineer, Platform",https://www.ycombinator.com/companies/beam/jobs/9fKNUsT-software-engineer-platform,Beam,$170K - $200K,"New York, NY, US"
Customer Success Manager,https://www.ycombinator.com/companies/agentnoon/jobs/5V3ORgm-customer-success-manager,Agentnoon,$100K - $150K,"Toronto, ON, CA"
Customer Success Associate ,https://www.ycombinator.com/companies/agentnoon/jobs/r7fsaJ3-customer-success-associate,Agentnoon,$60K - $90K CAD,"Toronto, ON, CA"
Product software engineer,https://www.ycombinator.com/companies/agentnoon/jobs/9QIlXnA-product-software-engineer,Agentnoon,$60K - $120K CAD,Toronto
Sales Development Representative (contract to hire),https://www.ycombinator.com/companies/versable/jobs/u3le43j-sales-development-representative-contract-to-hire,Versable,$55K - $65K,US / Remote (US)
Sales Development Representative (contract to hire),https://www.ycombinator.com/companies/versable/jobs/rpUjBYl-sales-development-representative-contract-to-hire,Versable,$80 - $100,US / Remote (US)
Senior Engineer (contract to hire),https://www.ycombinator.com/companies/versable/jobs/LeJtyhJ-senior-engineer-contract-to-hire,Versable,$110K - $130K,Remote (US)
"Independent Reps, Rep Groups, and Distributors Wanted",https://www.ycombinator.com/companies/ankr-health/jobs/QurDWyN-independent-reps-rep-groups-and-distributors-wanted,Ankr Health,$20K - $150K,US / Remote (US)
Senior Engineer (Healthcare Domain),https://www.ycombinator.com/companies/ankr-health/jobs/nmuoY6e-senior-engineer-healthcare-domain,Ankr Health,$70K - $100K,"Houston, TX, US"
"Manager, Clinical Research (Oncology)",https://www.ycombinator.com/companies/ankr-health/jobs/Emb3Lrr-manager-clinical-research-oncology,Ankr Health,$64K - $86K,"Houston, TX, US"
 Hybrid App Developer (React Native),https://www.ycombinator.com/companies/ankr-health/jobs/fLRV2d4-hybrid-app-developer-react-native,Ankr Health,₹100K - ₹170K INR,"Bengaluru, KA, IN"
Senior Sales Development Representative -Atlanta,https://www.ycombinator.com/companies/ankr-health/jobs/8Dn3UxA-senior-sales-development-representative-atlanta,Ankr Health,$60K - $90K,"Remote (Atlanta, GA, US)"
Sales Development Representative (Health IT),https://www.ycombinator.com/companies/ankr-health/jobs/MQzRys6-sales-development-representative-health-it,Ankr Health,$50K - $70K,"Remote (Tampa, FL, US)"
Senior Sales Development Representative (Health IT)-Minneapolis,https://www.ycombinator.com/companies/ankr-health/jobs/25JfY4e-senior-sales-development-representative-health-it-minneapolis,Ankr Health,$60K - $90K,"Minneapolis, MN, US / Remote (Minneapolis, MN, US)"
Sales Development Representative (Health IT)-Chicago,https://www.ycombinator.com/companies/ankr-health/jobs/Lyl70LS-sales-development-representative-health-it-chicago,Ankr Health,$50K - $70K,"Chicago, IL, US / Remote (Chicago, IL, US)"
Sales Development Representative (Houston),https://www.ycombinator.com/companies/ankr-health/jobs/rsop66d-sales-development-representative-houston,Ankr Health,$120K - $140K,"Houston, TX, US"
Founding Counsel,https://www.ycombinator.com/companies/dioptra/jobs/ZtQO7Th-founding-counsel,Dioptra,$180K,"New York, NY, US / San Francisco, CA, US / Remote (US)"
Founding Engineer (Fullstack),https://www.ycombinator.com/companies/dioptra/jobs/BrXrIBI-founding-engineer-fullstack,Dioptra,3+ years,"NYC, NY / San Francisco, CA, US / Remote (US; New York, NY, US; San Francisco, CA, US)"
Sales Development Representative,https://www.ycombinator.com/companies/atlas-2/jobs/tlqoT5r-sales-development-representative,Atlas 2,$90K - $120K,"San Francisco, CA, US"
Senior Software Engineer,https://www.ycombinator.com/companies/atlas-2/jobs/iHim6tj-senior-software-engineer,Atlas 2,$40K - $80K,IN / Remote (IN)
Tech Lead,https://www.ycombinator.com/companies/shuttle-central/jobs/fdklvIH-tech-lead,Shuttle Central,$40K - $48K,"Remote (Cancún, Q.R., MX)"
Software Engineer — Backend,https://www.ycombinator.com/companies/ozone/jobs/jTSVILb-software-engineer-backend,Ozone,,Remote / Remote (US)
Software Engineer — Front End,https://www.ycombinator.com/companies/ozone/jobs/GuwrUtN-software-engineer-front-end,Ozone,,Remote / Remote (US)
Software Engineer — Dev Ops,https://www.ycombinator.com/companies/ozone/jobs/LKS6r8m-software-engineer-dev-ops,Ozone,,Remote / Remote (US)
Community Lead,https://www.ycombinator.com/companies/ozone/jobs/1PNollJ-community-lead,Ozone,,Remote / Remote (US)
Software Engineer — Machine Learning,https://www.ycombinator.com/companies/ozone/jobs/7snjIos-software-engineer-machine-learning,Ozone,,Remote / Remote (US)
Product Designer,https://www.ycombinator.com/companies/ozone/jobs/L9wvo7P-product-designer,Ozone,,Remote / Remote (US)
Head of Sales,https://www.ycombinator.com/companies/ozone/jobs/NYVE6j0-head-of-sales,Ozone,,Remote / Remote (US)
🚀 Exciting Opportunity: Senior Data & ML Engineer at Kaso,https://www.ycombinator.com/companies/kaso/jobs/mI1aK61-exciting-opportunity-senior-data-ml-engineer-at-kaso,Kaso,$90K - $140K,"Dubai, Dubai, AE / Remote (US)"
Marketing Generalist ,https://www.ycombinator.com/companies/invert/jobs/Siebl30-marketing-generalist,Invert,$60K - $80K,Remote (US)
Senior Software Engineer,https://www.ycombinator.com/companies/invert/jobs/5hY2hlY-senior-software-engineer,Invert,$130K - $200K,CA / US / Remote (CA; US)
Operations Coordinator,https://www.ycombinator.com/companies/dynamo-ai/jobs/5bW12zo-operations-coordinator,Dynamo Ai,$60K - $80K,"San Francisco, CA, US / New York, NY, US / Remote (US)"
Technical Product Manager,https://www.ycombinator.com/companies/dynamo-ai/jobs/GOAtMfD-technical-product-manager,Dynamo Ai,$130K - $175K,"San Francisco, CA"
ML Research Engineer — LLM Safety,https://www.ycombinator.com/companies/dynamo-ai/jobs/JE3H7si-ml-research-engineer-llm-safety,Dynamo Ai,3+ years,"San Francisco, CA"
ML Engineer — LLM Privacy,https://www.ycombinator.com/companies/dynamo-ai/jobs/fNpDnIw-ml-engineer-llm-privacy,Dynamo Ai,3+ years,"San Francisco, CA"
ML Engineer — LLM Evaluation,https://www.ycombinator.com/companies/dynamo-ai/jobs/x38E3p8-ml-engineer-llm-evaluation,Dynamo Ai,3+ years,"San Francisco, CA"
Customer Success Senior Manager,https://www.ycombinator.com/companies/dynamo-ai/jobs/bqyDeqG-customer-success-senior-manager,Dynamo Ai,$150K - $180K,"New York, NY"
SDR - Full time (Remote) ,https://www.ycombinator.com/companies/teamout/jobs/5B5GRst-sdr-full-time-remote,Teamout,$50K - $70K,US / Remote (US)
Growth Marketer ,https://www.ycombinator.com/companies/teamout/jobs/8d8xsjT-growth-marketer,Teamout,$45K - $65K,Remote
Unity Technical Animator Lead (Mobile & VR),https://www.ycombinator.com/companies/gym-class-by-irl-studios/jobs/n66Yqfm-unity-technical-animator-lead-mobile-vr,Gym Class By Irl Studios,$160K - $250K,Remote (US)
"Lead Technical Artist (Staff, Principal)",https://www.ycombinator.com/companies/gym-class-by-irl-studios/jobs/gfrf9Cu-lead-technical-artist-staff-principal,Gym Class By Irl Studios,$185K - $240K,Remote (US)
Head of Growth - Social & Community,https://www.ycombinator.com/companies/gym-class-by-irl-studios/jobs/ZKR6D2U-head-of-growth-social-community,Gym Class By Irl Studios,$160K - $230K,US / CA / Remote (US; CA)
Gameplay Engineer - User Generated Content (Senior / Staff / Principal),https://www.ycombinator.com/companies/gym-class-by-irl-studios/jobs/Es3vCFT-gameplay-engineer-user-generated-content-senior-staff-principal,Gym Class By Irl Studios,$165K - $240K,US / CA / Remote (US; CA)
VR Gameplay Engineer - Player Interactions & Physics (Senior / Staff / Principal),https://www.ycombinator.com/companies/gym-class-by-irl-studios/jobs/3EzcWKU-vr-gameplay-engineer-player-interactions-physics-senior-staff-principal,Gym Class By Irl Studios,$165K - $240K,US / CA / Remote (US; CA)
Gameplay Engineer - Game Modes (Senior / Staff / Principal),https://www.ycombinator.com/companies/gym-class-by-irl-studios/jobs/wdQwBep-gameplay-engineer-game-modes-senior-staff-principal,Gym Class By Irl Studios,$165K - $240K,US / CA / Remote (US; CA)
Unity Animation Engineer Lead (Mobile & VR),https://www.ycombinator.com/companies/gym-class-by-irl-studios/jobs/7UKmLED-unity-animation-engineer-lead-mobile-vr,Gym Class By Irl Studios,$160K - $250K,Remote (US)
3D Artist - Generalist (Senior / Staff / Principal),https://www.ycombinator.com/companies/gym-class-by-irl-studios/jobs/q4dTnZV-3d-artist-generalist-senior-staff-principal,Gym Class By Irl Studios,$120K - $180K,US / CA / Remote (US; CA)
VR Gameplay Engineer - Generalist (Senior / Staff / Principal),https://www.ycombinator.com/companies/gym-class-by-irl-studios/jobs/4NqLYl6-vr-gameplay-engineer-generalist-senior-staff-principal,Gym Class By Irl Studios,$165K - $240K,US / CA / Remote (US; CA)
Senior Electrical Engineer,https://www.ycombinator.com/companies/fleetzero/jobs/ZdSAr7A-senior-electrical-engineer,Fleetzero,$100K - $150K,"Birmingham, AL, US / Québec City, QC, CA"
Junior IoT Engineer,https://www.ycombinator.com/companies/axross-pte-ltd/jobs/yVFiLXk-junior-iot-engineer,Axross Pte Ltd,Any (new grads ok),MY / Remote (MY)
Cybersecurity consultant,https://www.ycombinator.com/companies/axross-pte-ltd/jobs/lVauPcD-cybersecurity-consultant,Axross Pte Ltd,6+ years,MY / Remote (MY)
M&E Project Manager,https://www.ycombinator.com/companies/axross-pte-ltd/jobs/LWPmJVo-m-e-project-manager,Axross Pte Ltd,$2K - $4K,MY / SG / Remote (MY; SG)
Data Scientist,https://www.ycombinator.com/companies/axross-pte-ltd/jobs/L6oxEXt-data-scientist,Axross Pte Ltd,$2K - $5K,MY / Remote (MY; ID; SG)
Data Scientist,https://www.ycombinator.com/companies/axross-pte-ltd/jobs/4IH4WFT-data-scientist,Axross Pte Ltd,$2K - $5K,MY / Remote (MY; ID; SG)
Head of Sales,https://www.ycombinator.com/companies/nest-genomics/jobs/er8gq8B-head-of-sales,Nest Genomics,$100K - $120K,US / Remote (US)
Sr. Fullstack Software Engineer,https://www.ycombinator.com/companies/nest-genomics/jobs/Ed46Kfp-sr-fullstack-software-engineer,Nest Genomics,$160K - $180K,United States / Remote (United States)
"Full Stack Engineer (Typescript, React, Gen AI)",https://www.ycombinator.com/companies/sei/jobs/LeAtLYf-full-stack-engineer-typescript-react-gen-ai,Sei,₹1M - ₹3.2M INR,"Gurugram, HR, IN"
Voice AI Engineer,https://www.ycombinator.com/companies/sei/jobs/WKEsAQO-voice-ai-engineer,Sei,₹2M - ₹5M INR,"Gurugram, HR, IN"
AI/ML/LLM Engineer,https://www.ycombinator.com/companies/sei/jobs/TYbKqi0-ai-ml-llm-engineer,Sei,₹2M - ₹5M INR,"Gurugram, HR, IN"
"Senior Software Engineer (Typescript, Gen AI)",https://www.ycombinator.com/companies/sei/jobs/Rn0KPXR-senior-software-engineer-typescript-gen-ai,Sei,₹2M - ₹5M INR,"Gurugram, HR, IN"
Senior Full-Stack Engineer,https://www.ycombinator.com/companies/stably/jobs/k0L6Pst-senior-full-stack-engineer,Stably,$100K - $200K,"San Francisco, CA, US / Remote (US; CA; BR; AR; MX)"
Full-Stack Engineer - New Grad,https://www.ycombinator.com/companies/stably/jobs/dihVxlN-full-stack-engineer-new-grad,Stably,$100K - $140K,"San Francisco, CA, US / Remote (US; CA; BR; AR; MX)"
Full Stack Engineer Co-Op Internship,https://www.ycombinator.com/companies/stably/jobs/mJcbmq2-full-stack-engineer-co-op-internship,Stably,$30K - $60K,"San Francisco, CA, US / Remote (CA; US)"
Prompt Engineer,https://www.ycombinator.com/companies/cozmox-ai/jobs/zkl98Kp-prompt-engineer,Cozmox Ai,$50K - $150K,"San Francisco, CA, US / Palo Alto, CA, US / Pune, Maharashtra, IN / Bengaluru, Karnataka, IN / Abu Dhabi, Abu Dhabi, AE"
Sales Lead (Australia),https://www.ycombinator.com/companies/cozmox-ai/jobs/wESH5XT-sales-lead-australia,Cozmox Ai,$50K - $125K,AU / Remote (AU)
Technical Account Manager,https://www.ycombinator.com/companies/cozmox-ai/jobs/ZuNUvll-technical-account-manager,Cozmox Ai,$50K - $120K,AE / US
Enterprise Implementation Engineer,https://www.ycombinator.com/companies/cozmox-ai/jobs/5apf6im-enterprise-implementation-engineer,Cozmox Ai,$50K - $200K,"San Francisco, CA, US / Palo Alto, CA, US / Pune, Maharashtra, IN / Bengaluru, Karnataka, IN / Abu Dhabi, Abu Dhabi, AE"
Sales Lead (Canada),https://www.ycombinator.com/companies/cozmox-ai/jobs/59rPboI-sales-lead-canada,Cozmox Ai,$50K - $125K,CA / Remote (CA)
Sales Lead (UK),https://www.ycombinator.com/companies/cozmox-ai/jobs/WjePLiN-sales-lead-uk,Cozmox Ai,$95K - $140K,GB / Remote (GB)
Sales Lead (US),https://www.ycombinator.com/companies/cozmox-ai/jobs/MeY8WjP-sales-lead-us,Cozmox Ai,$100K - $180K,US
Marketing Manager,https://www.ycombinator.com/companies/cozmox-ai/jobs/6qvSJYm-marketing-manager,Cozmox Ai,$50K - $170K,"San Francisco, CA, US / Palo Alto, CA, US / Pune, Maharashtra, IN / Bengaluru, Karnataka, IN / Abu Dhabi, Abu Dhabi, AE"
Senior Product Designer,https://www.ycombinator.com/companies/cozmox-ai/jobs/YYc8Y9e-senior-product-designer,Cozmox Ai,$50K - $170K,"San Francisco, CA, US / Palo Alto, CA, US / Pune, Maharashtra, IN / Bengaluru, Karnataka, IN / Abu Dhabi, Abu Dhabi, AE"
HR & Recruitment Manager,https://www.ycombinator.com/companies/cozmox-ai/jobs/66naJLn-hr-recruitment-manager,Cozmox Ai,$50K - $150K,"San Francisco, CA, US / Palo Alto, CA, US / Pune, Maharashtra, IN / Bengaluru, Karnataka, IN / Abu Dhabi, Abu Dhabi, AE"
Senior Product Data Analyst,https://www.ycombinator.com/companies/cozmox-ai/jobs/cuTFf6k-senior-product-data-analyst,Cozmox Ai,$50K - $200K,"San Francisco, CA, US / Palo Alto, CA, US / Pune, Maharashtra, IN / Bengaluru, Karnataka, IN / Abu Dhabi, Abu Dhabi, AE"
Senior Frontend Engineer (React),https://www.ycombinator.com/companies/cozmox-ai/jobs/jlwgLhw-senior-frontend-engineer-react,Cozmox Ai,$50K - $200K,"San Francisco, CA, US / Palo Alto, CA, US / Pune, Maharashtra, IN / Bengaluru, Karnataka, IN / Abu Dhabi, Abu Dhabi, AE"
Senior Backend Engineering Lead,https://www.ycombinator.com/companies/cozmox-ai/jobs/YqrK79h-senior-backend-engineering-lead,Cozmox Ai,$50K - $200K,"San Francisco, CA, US / Palo Alto, CA, US / Pune, Maharashtra, IN / Bengaluru, Karnataka, IN / Abu Dhabi, Abu Dhabi, AE"
Senior AI/ML Engineering Lead,https://www.ycombinator.com/companies/cozmox-ai/jobs/sZsFXmb-senior-ai-ml-engineering-lead,Cozmox Ai,$50K - $200K,"San Francisco, CA, US / Palo Alto, CA, US / Pune, Maharashtra, IN / Bengaluru, Karnataka, IN / Abu Dhabi, Abu Dhabi, AE"
Engineering Technician,https://www.ycombinator.com/companies/shinkei-systems/jobs/aw9q2mi-engineering-technician,Shinkei Systems,3+ years,"El Segundo, CA, US"
Sr. Computer Vision Engineer,https://www.ycombinator.com/companies/shinkei-systems/jobs/Z0PijDk-sr-computer-vision-engineer,Shinkei Systems,3+ years,"El Segundo, CA, US"
Senior Test Engineer,https://www.ycombinator.com/companies/shinkei-systems/jobs/hnNFNo3-senior-test-engineer,Shinkei Systems,6+ years,"El Segundo, CA, US"
Field Engineer,https://www.ycombinator.com/companies/shinkei-systems/jobs/omnBxJe-field-engineer,Shinkei Systems,$100K - $130K,"Los Angeles, CA, US"
Chief of Staff,https://www.ycombinator.com/companies/craniometrix/jobs/ugwcSrU-chief-of-staff,Craniometrix,$120K - $180K,"New York, NY, US / Remote (US)"
Founding Full Stack Engineer (CTO track),https://www.ycombinator.com/companies/craniometrix/jobs/5Ucqf0Q-founding-full-stack-engineer-cto-track,Craniometrix,$160K - $220K,"New York, NY, US"
Clinical Operations & Product,https://www.ycombinator.com/companies/craniometrix/jobs/5pKWlJv-clinical-operations-product,Craniometrix,$170K - $230K,"New York, NY"
Product Manager,https://www.ycombinator.com/companies/peakflo/jobs/fMrUk8W-product-manager,Peakflo,₹2.7M - ₹2.9M INR,IN / Remote (IN)
Product Marketing Intern (San Francisco/Onsite),https://www.ycombinator.com/companies/peakflo/jobs/8eVB6k4-product-marketing-intern-san-francisco-onsite,Peakflo,Any,"San Francisco, CA, US"
ML Engineer / Data Scientist,https://www.ycombinator.com/companies/peakflo/jobs/AWWj5s1-ml-engineer-data-scientist,Peakflo,₹1.6M - ₹2M INR,IN / Remote (IN)
AI / ML Engineer,https://www.ycombinator.com/companies/sieve/jobs/ZdRY3ye-ai-ml-engineer,Sieve,1+ years,"San Francisco, CA, US"
Infrastructure / Systems Engineer,https://www.ycombinator.com/companies/sieve/jobs/hg3UXRW-infrastructure-systems-engineer,Sieve,1+ years,"San Francisco, CA, US / New York, NY, US"
Product Engineer,https://www.ycombinator.com/companies/sieve/jobs/CgUcah9-product-engineer,Sieve,1+ years,"San Francisco, CA, US / New York, NY, US"
Senior Endpoint Security Engineer (Windows),https://www.ycombinator.com/companies/strac/jobs/TJHiaL9-senior-endpoint-security-engineer-windows,Strac,$135K - $200K,USA / Remote (USA)
Senior Endpoint Security Engineer (macOS),https://www.ycombinator.com/companies/strac/jobs/VrNfGrl-senior-endpoint-security-engineer-macos,Strac,$135K - $200K,USA / Remote (USA)
Head of Marketing,https://www.ycombinator.com/companies/strac/jobs/8DFTfAp-head-of-marketing,Strac,$100K - $150K,US / Remote (US)
Senior Software Engineer,https://www.ycombinator.com/companies/strac/jobs/aqRX4ow-senior-software-engineer,Strac,$120K - $200K,USA / Remote (USA)
Founding Solutions/Sales Engineer,https://www.ycombinator.com/companies/agave/jobs/YpN1XYQ-founding-solutions-sales-engineer,Agave,$120K - $185K,"San Francisco, CA, US"
Founding Account Executive,https://www.ycombinator.com/companies/agave/jobs/OUR5D9v-founding-account-executive,Agave,$140K - $200K,"San Francisco, CA, US"
Software Engineer,https://www.ycombinator.com/companies/agave/jobs/jryB4nr-software-engineer,Agave,$120K - $200K,"San Francisco, CA"
Product Manager,https://www.ycombinator.com/companies/redbird/jobs/erl9my2-product-manager,Redbird,3+ years,US / Remote (US)
Integration Engineer,https://www.ycombinator.com/companies/redbird/jobs/UZ75Fmh-integration-engineer,Redbird,3+ years,"New York, NY / Remote (US)"
DevOps Engineer,https://www.ycombinator.com/companies/redbird/jobs/CknCkWr-devops-engineer,Redbird,$120K,US / Remote (US)
Software Engineer,https://www.ycombinator.com/companies/redbird/jobs/9curEeX-software-engineer,Redbird,3+ years,"New York, NY / Remote (US)"
Senior Embedded Software Engineer,https://www.ycombinator.com/companies/astroforge/jobs/kepoYGl-senior-embedded-software-engineer,Astroforge,$100K - $150K,"Seal Beach, CA, US"
Electrical Engineer,https://www.ycombinator.com/companies/astroforge/jobs/XpB85wp-electrical-engineer,Astroforge,$100K - $140K,"Seal Beach, CA, US"
Senior Software Engineer,https://www.ycombinator.com/companies/growthbook/jobs/0OFxb2Q-senior-software-engineer,Growthbook,3+ years,Remote (US)
"Head of Growth, Iraq",https://www.ycombinator.com/companies/elevate/jobs/PVqGaBZ-head-of-growth-iraq,Elevate,$25K - $100K,"Dubai, Dubai, AE / IQ / Remote"
"Head of Growth, Algeria",https://www.ycombinator.com/companies/elevate/jobs/uD28urS-head-of-growth-algeria,Elevate,$25K - $100K,"Dubai, Dubai, AE / DZ / Remote"
"Head of Growth, Jordan",https://www.ycombinator.com/companies/elevate/jobs/3w2ANXX-head-of-growth-jordan,Elevate,$25K - $100K,"Dubai, Dubai, AE / JO / Remote"
"Head of Growth, Philippines",https://www.ycombinator.com/companies/elevate/jobs/FxD7QJs-head-of-growth-philippines,Elevate,$25K - $100K,"Dubai, Dubai, AE / PH / Remote"
"Head of Growth, Egypt",https://www.ycombinator.com/companies/elevate/jobs/ArNktTr-head-of-growth-egypt,Elevate,$25K - $100K,"Dubai, Dubai, AE / Cairo, Cairo Governorate, EG / Remote"
Compliance Officer (BSA / AML Compliance),https://www.ycombinator.com/companies/elevate/jobs/fSjNj2E-compliance-officer-bsa-aml-compliance,Elevate,$100K - $150K,US / Remote (US)
Founding Engineer,https://www.ycombinator.com/companies/spot-health/jobs/dy9ZiK1-founding-engineer,Spot Health,$100K - $200K,Remote (US)
Operations Associate,https://www.ycombinator.com/companies/spot-health/jobs/fXuPeXx-operations-associate,Spot Health,Any,"Cincinnati, OH, US"
Growth Operations,https://www.ycombinator.com/companies/spot-health/jobs/iC9fBXs-growth-operations,Spot Health,$50K - $75K,US / Remote (US)
JS/Web3 Full Stack Engineer (YC backed Web3 + FinTech company),https://www.ycombinator.com/companies/apollo-3/jobs/pU6LGTh-js-web3-full-stack-engineer-yc-backed-web3-fintech-company,Apollo 3,1+ years,"Bangalore, Karnataka, India / Remote (India)"
VP of Finance & Operations,https://www.ycombinator.com/companies/optery/jobs/8xrDYiB-vp-of-finance-operations,Optery,$160K - $180K,US / Remote (US)
Customer Success Manager,https://www.ycombinator.com/companies/optery/jobs/4CVoAF2-customer-success-manager,Optery,$100K - $135K,US / Remote (US)
Program Manager,https://www.ycombinator.com/companies/emerge-career/jobs/LnJxzyQ-program-manager,Emerge Career,$60K - $85K,Remote (US)
Software Engineer Lead at Jabu - Pioneering B2B Payments in Africa,https://www.ycombinator.com/companies/jabu/jobs/9Rd2GJN-software-engineer-lead-at-jabu-pioneering-b2b-payments-in-africa,Jabu,3+ years,"Windhoek, Khomas Region, NA / Lusaka, Lusaka Province, ZM / Johannesburg, GP, ZA / Cape Town, WC, ZA / Remote"
Technical Recruiting Lead,https://www.ycombinator.com/companies/sully-ai/jobs/WsYf6YL-technical-recruiting-lead,Sully Ai,$120K - $150K,"Mountain View, CA, US / Remote (US)"
VP of Sales,https://www.ycombinator.com/companies/sully-ai/jobs/krgsOEI-vp-of-sales,Sully Ai,$200K - $250K,"Remote - US / Mountain View, CA, US / Remote (US)"
VP of Partnerships,https://www.ycombinator.com/companies/sully-ai/jobs/irT9tJT-vp-of-partnerships,Sully Ai,$200K - $250K,"Remote - US / Mountain View, CA, US / Remote (US)"
Technical Project Manager,https://www.ycombinator.com/companies/sully-ai/jobs/DmvuEbe-technical-project-manager,Sully Ai,,"San Francisco, CA / Remote (US)"
Ex-Founder,https://www.ycombinator.com/companies/sully-ai/jobs/NofUFQO-ex-founder,Sully Ai,$200K - $250K,"Remote - US / Mountain View, CA, US / Remote (US)"
Solutions Engineer,https://www.ycombinator.com/companies/sully-ai/jobs/8zl6DaO-solutions-engineer,Sully Ai,,Bay Area - US / Remote (US)
VP of Customer Solutions,https://www.ycombinator.com/companies/sully-ai/jobs/lskHVHe-vp-of-customer-solutions,Sully Ai,$200K - $250K,"US - Remote / Mountain View, CA, US / Remote (US)"
VP of Customer Support (Engineering Background),https://www.ycombinator.com/companies/sully-ai/jobs/Benk8Py-vp-of-customer-support-engineering-background,Sully Ai,$225K - $250K,"US - Remote / Mountain View, CA, US / Remote (US)"
Senior Software Engineer - LLM Prompt-Quality,https://www.ycombinator.com/companies/sully-ai/jobs/NzkdUg9-senior-software-engineer-llm-prompt-quality,Sully Ai,,Remote - US / Remote (US)
Senior Software Engineer -  Agentic AI,https://www.ycombinator.com/companies/sully-ai/jobs/16xx3sj-senior-software-engineer-agentic-ai,Sully Ai,$175K - $225K,"Remote - US / San Francisco, CA, US / Remote (US)"
Lead QA Engineer,https://www.ycombinator.com/companies/sully-ai/jobs/KnGrEiC-lead-qa-engineer,Sully Ai,$175K - $200K,"Remote - US / Mountain View, CA, US / Remote (US)"
Lead Product Designer,https://www.ycombinator.com/companies/sully-ai/jobs/o9gvedo-lead-product-designer,Sully Ai,$170K - $200K,"Remote - US / Mountain View, CA, US / Remote (US)"
Head of Artificial Intelligence - GenAI,https://www.ycombinator.com/companies/sully-ai/jobs/LVWoAw6-head-of-artificial-intelligence-genai,Sully Ai,$250K - $275K,"Remote - US / Mountain View, CA, US / Remote (US)"
Contract Recruiting Specialist,https://www.ycombinator.com/companies/sully-ai/jobs/8ATSLWX-contract-recruiting-specialist,Sully Ai,$55K - $75K,Remote (US)
GTM Specialist (Bay Area),https://www.ycombinator.com/companies/sully-ai/jobs/V2VToWP-gtm-specialist-bay-area,Sully Ai,$70K - $85K,"Mountain View, CA, US / Remote (US)"
Customer Support Agent (Bay Area),https://www.ycombinator.com/companies/sully-ai/jobs/Ff4r8cc-customer-support-agent-bay-area,Sully Ai,$70K - $90K,"Mountain View, CA, US / Remote (San Francisco, CA, US; Santa Clara, CA, US; San Jose, CA, US; Mountain View, CA, US)"
