title,link,company,salary,location
Senior Fullstack Engineer,https://www.ycombinator.com/companies/capi-money/jobs/SKgykBX-senior-fullstack-engineer,Capi Money,£80 - £120 GBP,"London Office / Paris, Île-de-France, FR / Dakar, Dakar Region, SN / Abidjan, Abidjan Autonomous District, CI / Douala, Littoral Region, CM"
Business Analyst,https://www.ycombinator.com/companies/capi-money/jobs/IeA4Pjm-business-analyst,Capi Money,£65 - £85 GBP,"London Office / Paris, IDF, FR / Paris, Île-de-France, FR"
Compliance Associate,https://www.ycombinator.com/companies/capi-money/jobs/JWOWAKB-compliance-associate,Capi Money,£45 - £55 GBP,"London Office / Paris, Île-de-France, FR"
Founding Software Engineer,https://www.ycombinator.com/companies/synch/jobs/0sAai0q-founding-software-engineer,Synch,$150K - $250K,"New York, NY, US / San Francisco, CA, US / Remote (New York, NY, US; San Francisco, CA, US)"
Software Engineer (Full-stack),https://www.ycombinator.com/companies/airgoods/jobs/WOXhe0E-software-engineer-full-stack,Airgoods,$100K - $200K,"New York, NY, US"
Growth & Operations,https://www.ycombinator.com/companies/airgoods/jobs/LS4WWvN-growth-operations,Airgoods,$90K - $150K,"New York, NY, US"
Member of Product & Partnerships Counsel,https://www.ycombinator.com/companies/solve-intelligence/jobs/hvZCZTz-member-of-product-partnerships-counsel,Solve Intelligence,$100K - $200K,"London, England, GB"
AI Engineer,https://www.ycombinator.com/companies/solve-intelligence/jobs/xjMVxGq-ai-engineer,Solve Intelligence,$100K - $200K,"London, England, GB"
Member of Technical Staff,https://www.ycombinator.com/companies/solve-intelligence/jobs/SfeAq7J-member-of-technical-staff,Solve Intelligence,$100K - $200K,"London, England, GB"
Full-Stack Engineer,https://www.ycombinator.com/companies/solve-intelligence/jobs/nUSCIrz-full-stack-engineer,Solve Intelligence,$100K - $200K,"London, England, GB"
Customer Success PM,https://www.ycombinator.com/companies/every/jobs/il2HYLF-customer-success-pm,Every,$70K - $120K,US / CA / Remote (US; CA)
Software Engineer (Frontend),https://www.ycombinator.com/companies/atla/jobs/5ksYLgK-software-engineer-frontend,Atla,£80K - £130K GBP,"London, England, GB"
Product Engineer (Frontend),https://www.ycombinator.com/companies/atla/jobs/qAJjgJm-product-engineer-frontend,Atla,£80K - £130K GBP,"London, England, GB"
Chief Scientist,https://www.ycombinator.com/companies/atla/jobs/f1jjJPI-chief-scientist,Atla,£200K - £300K GBP,"London, England, GB"
Research Engineer,https://www.ycombinator.com/companies/atla/jobs/mYCbBAH-research-engineer,Atla,£100K - £300K GBP,"London, England, GB"
Technical Recruiter,https://www.ycombinator.com/companies/casca/jobs/SrvVBFs-technical-recruiter,Casca,$130K - $160K,San Francisco
Founding Security Engineer,https://www.ycombinator.com/companies/casca/jobs/sFQhQ1A-founding-security-engineer,Casca,$150K - $250K,San Francisco
Senior Machine Learning Engineer,https://www.ycombinator.com/companies/casca/jobs/MT2VNxD-senior-machine-learning-engineer,Casca,$150K - $250K,San Francisco
Full-Stack Engineer,https://www.ycombinator.com/companies/casca/jobs/6rOuE1M-full-stack-engineer,Casca,$150K - $250K,San Francisco
Senior Software Engineer,https://www.ycombinator.com/companies/casca/jobs/vOqwoVk-senior-software-engineer,Casca,$125K - $250K,"San Francisco, CA, US"
Frontend Engineer,https://www.ycombinator.com/companies/pointhound/jobs/G2tb7bB-frontend-engineer,Pointhound,$100K - $150K,Remote (US)
Founding backend engineer,https://www.ycombinator.com/companies/diligent/jobs/vhXXLWb-founding-backend-engineer,Diligent,£70 - £110 GBP,"London, England, GB"
AI / ML Engineer,https://www.ycombinator.com/companies/bland-ai/jobs/sKOsJDQ-ai-ml-engineer,Bland Ai,$140K - $220K,"San Francisco, CA, US"
Support Engineer,https://www.ycombinator.com/companies/bland-ai/jobs/AInt422-support-engineer,Bland Ai,$140K - $170K,"San Francisco, CA, US / Remote (US)"
Founding Product Designer,https://www.ycombinator.com/companies/bland-ai/jobs/Do85ri6-founding-product-designer,Bland Ai,$120K - $180K,"San Francisco, CA, US"
Frontend/Full-stack Engineer,https://www.ycombinator.com/companies/sweetspot/jobs/6yUef6i-frontend-full-stack-engineer,Sweetspot,$130K - $200K,"New York, NY, US / Jersey City, NJ, US"
Backend/Data Engineer,https://www.ycombinator.com/companies/sweetspot/jobs/Sm1rZhR-backend-data-engineer,Sweetspot,$130K - $200K,"New York, NY, US / Jersey City, NJ, US"
Founding Product Engineer,https://www.ycombinator.com/companies/stellar-sleep/jobs/Yb9IzAW-founding-product-engineer,Stellar Sleep,$140K - $170K,"San Francisco, CA, US"
Founding Rust Engineer,https://www.ycombinator.com/companies/dioxus-labs/jobs/dRPOod2-founding-rust-engineer,Dioxus Labs,$125K - $150K,"San Francisco, CA, US"
Founding Full-Stack Engineer in SF,https://www.ycombinator.com/companies/hyperbound/jobs/RzDBxNi-founding-full-stack-engineer-in-sf,Hyperbound,$120K - $150K,"San Francisco, CA, US"
Founding Account Executive in SF,https://www.ycombinator.com/companies/hyperbound/jobs/c3NkW7d-founding-account-executive-in-sf,Hyperbound,$260K - $300K,"San Francisco, CA, US"
Founding Engineer (Full-Stack),https://www.ycombinator.com/companies/deasy-labs/jobs/VVsSn98-founding-engineer-full-stack,Deasy Labs,$120 - $180,"New York, NY, US"
Full Stack Engineer,https://www.ycombinator.com/companies/accend/jobs/XxGbYZN-full-stack-engineer,Accend,$120K - $180K,"San Francisco, CA, US / Remote (San Francisco, CA, US)"
Senior Data Analyst,https://www.ycombinator.com/companies/clearest-health/jobs/Bz5caUf-senior-data-analyst,Clearest Health,$80K - $180K,"New York, NY, US"
Founding Engineer,https://www.ycombinator.com/companies/clearest-health/jobs/9JzoVPS-founding-engineer,Clearest Health,$160K,"New York, NY, US"
Junior Product Designer - Intership Paris,https://www.ycombinator.com/companies/twenty/jobs/2OAbiTK-junior-product-designer-intership-paris,Twenty,€1.5K - €2K EUR,"Paris, IDF, FR / Paris, Île-de-France, FR"
CPO Right Arm (Internship - Paris),https://www.ycombinator.com/companies/twenty/jobs/E9dCRH1-cpo-right-arm-internship-paris,Twenty,€1.5K - €2K EUR,"Paris, Île-de-France, FR"
Senior Backend Software Engineer,https://www.ycombinator.com/companies/reworkd/jobs/kqP7tsy-senior-backend-software-engineer,Reworkd,$130K - $180K,"San Francisco, CA, US"
Marketing Intern,https://www.ycombinator.com/companies/leafpress/jobs/1NBavUg-marketing-intern,Leafpress,$3 - $8,Remote (US)
SWE Intern,https://www.ycombinator.com/companies/leafpress/jobs/vms9dS0-swe-intern,Leafpress,$3K - $8K,"San Francisco, CA, US / Remote (US)"
Account Executive,https://www.ycombinator.com/companies/leafpress/jobs/lnURWrm-account-executive,Leafpress,$50K - $80K,"San Francisco, CA, US / Boston, MA, US / Remote (US)"
Full Stack Engineer,https://www.ycombinator.com/companies/leafpress/jobs/JpczntL-full-stack-engineer,Leafpress,$130K - $180K,"San Francisco, CA, US"
Backend + ML Engineer,https://www.ycombinator.com/companies/kino-ai/jobs/4WU0ufv-backend-ml-engineer,Kino Ai,$135K - $200K,"San Francisco, CA, US"
Design Engineer,https://www.ycombinator.com/companies/kino-ai/jobs/usSiSVF-design-engineer,Kino Ai,$135K - $200K,"San Francisco, CA, US"
Account Executive,https://www.ycombinator.com/companies/kapa-ai/jobs/CU3phwr-account-executive,Kapa Ai,$100K - $180K,"DK / Remote (GB; EG; RU; UA; TR; FR; IT; ES; PL; RO; KZ; NL; BE; SE; CZ; GR; PT; HU; AT; CH; BG; DK; FI; NO; SK; LT; EE; DE; New York, NY, US; Miami, FL, US; US)"
Software Engineer (Full-stack),https://www.ycombinator.com/companies/kapa-ai/jobs/8QYADER-software-engineer-full-stack,Kapa Ai,$100K - $120K,GB / EG / RU / UA / TR / FR / IT / ES / PL / RO / KZ / NL / BE / SE / CZ / GR / PT / HU / AT / CH / BG / DK / FI / NO / SK / LT / EE / DE / Remote (GB; EG; RU; UA; TR; FR; IT; ES; PL; RO; KZ; NL; BE; SE; CZ; GR; PT; HU; AT; CH; BG; DK; FI; NO; SK; LT; EE; DE)
"Research Engineer, Applied AI",https://www.ycombinator.com/companies/kapa-ai/jobs/hrFWJfn-research-engineer-applied-ai,Kapa Ai,$100K - $150K,GB / DE / FR / NO / DK / SE / FI / PT / ES / BE / NL / IT / CH / AT / CZ / PL / EE / LV / LT / SK / HU / SI / HR / RU / UA / Remote (GB; DE; FR; NO; DK; SE; FI; PT; ES; BE; NL; IT; CH; AT; CZ; PL; EE; LV; LT; SK; HU; SI; HR; RU; UA)
Founding Product Engineer,https://www.ycombinator.com/companies/artie/jobs/7kGvDVC-founding-product-engineer,Artie,$150K - $215K,"San Francisco, CA, US"
Founding Engineer (Distributed Systems),https://www.ycombinator.com/companies/artie/jobs/Vz704T1-founding-engineer-distributed-systems,Artie,$150K - $215K,"San Francisco, CA, US"
Software Engineer / Developer,https://www.ycombinator.com/companies/hylight/jobs/aqdUr0S-software-engineer-developer,Hylight,€42K - €65K EUR,"Brétigny-sur-Orge, IDF, FR / Brétigny-sur-Orge, Île-de-France, FR"
Chief of Staff / Right arm of the CEO,https://www.ycombinator.com/companies/hylight/jobs/FqopJZm-chief-of-staff-right-arm-of-the-ceo,Hylight,€42K - €48K EUR,"Brétigny-sur-Orge, IDF, FR / Brétigny-sur-Orge, Île-de-France, FR"
Chief of Staff / Right arm of the CEO,https://www.ycombinator.com/companies/hylight/jobs/XYwPiiy-chief-of-staff-right-arm-of-the-ceo,Hylight,€1.2K EUR,"Brétigny-sur-Orge, IDF, FR / Brétigny-sur-Orge, Île-de-France, FR"
Head of Operations,https://www.ycombinator.com/companies/hylight/jobs/2bAQLfK-head-of-operations,Hylight,€45K - €65K EUR,"Le Plessis-Pâté, IDF, FR / Le Plessis-Pâté, Île-de-France, FR"
Head of Demand Generation,https://www.ycombinator.com/companies/hockeystack/jobs/O0nzmiI-head-of-demand-generation,Hockeystack,$180K - $250K,"San Francisco, CA, US"
Business Analyst,https://www.ycombinator.com/companies/hockeystack/jobs/Y86TPiP-business-analyst,Hockeystack,$110K - $150K,"San Francisco, CA, US"
Customer Success Manager,https://www.ycombinator.com/companies/hockeystack/jobs/Wi76EI6-customer-success-manager,Hockeystack,$140K - $200K,"San Francisco, CA, US"
Product Engineer (Future Founder Track),https://www.ycombinator.com/companies/hockeystack/jobs/f8iWEuh-product-engineer-future-founder-track,Hockeystack,$140K - $180K,"San Francisco, CA, US"
Backend Engineer- Tech Lead (Data/API team),https://www.ycombinator.com/companies/hockeystack/jobs/vp2mK0H-backend-engineer-tech-lead-data-api-team,Hockeystack,$200K - $240K,"San Francisco, CA, US"
Backend Engineer- Reporting Team,https://www.ycombinator.com/companies/hockeystack/jobs/W1D3QLi-backend-engineer-reporting-team,Hockeystack,$180K - $200K,"San Francisco, CA, US"
Growth Engineer,https://www.ycombinator.com/companies/hockeystack/jobs/lynCQpv-growth-engineer,Hockeystack,$90K - $140K,"San Francisco, CA, US"
Senior Product Designer - Europe,https://www.ycombinator.com/companies/yuma-ai/jobs/GnRxbVx-senior-product-designer-europe,Yuma Ai,€1 - €90K EUR,"Barcelona, CT, ES / Remote (FR; DE; ES; PL; UA; GB; BE; IT; HU; GR; BG; AT; HR; CY; CZ; DK; EE; FI; LV; LT; LU; MT; NL; PT; SK; SI)"
Senior Product Designer,https://www.ycombinator.com/companies/yuma-ai/jobs/72rNpwF-senior-product-designer,Yuma Ai,$1 - $115K,"Boston, MA, US / Barcelona, CT, ES / Remote (US)"
US - Mid Market Sales Development Representative,https://www.ycombinator.com/companies/yuma-ai/jobs/3VC1Ta8-us-mid-market-sales-development-representative,Yuma Ai,$45K - $55K,"Cambridge, MA, US"
Account Manager,https://www.ycombinator.com/companies/yuma-ai/jobs/OVOcbpI-account-manager,Yuma Ai,,Barcelona office
"Senior Full-stack / Rails Engineer, AI & Product Focused",https://www.ycombinator.com/companies/yuma-ai/jobs/OSsykEL-senior-full-stack-rails-engineer-ai-product-focused,Yuma Ai,,Boston Office / Remote (US)
Founding Business Development Representative,https://www.ycombinator.com/companies/speedy-labs/jobs/bs0Go6I-founding-business-development-representative,Speedy Labs,$40K - $50K,"Toronto, ON, CA / San Francisco, CA, US / Remote (US)"
Software Engineer - Core Platform,https://www.ycombinator.com/companies/speedy-labs/jobs/P49qYne-software-engineer-core-platform,Speedy Labs,$150K - $250K,"San Francisco, CA, US / Toronto, ON, CA / Remote (US; CA)"
Software Engineer - Backend (Remote),https://www.ycombinator.com/companies/speedy-labs/jobs/vr1t4S5-software-engineer-backend-remote,Speedy Labs,$20K - $40K,Remote (IN)
Software Engineer - Backend (US/Canada),https://www.ycombinator.com/companies/speedy-labs/jobs/S2qDn7O-software-engineer-backend-us-canada,Speedy Labs,$75K - $150K,"San Francisco, CA, US / Toronto, ON, CA / New York, NY, US / Remote (US; CA)"
Founding Designer,https://www.ycombinator.com/companies/finta/jobs/awUE3Ik-founding-designer,Finta,$140K - $220K,"San Francisco, CA, US / Remote"
Founding Backend Engineer,https://www.ycombinator.com/companies/litellm/jobs/6uvoBp3-founding-backend-engineer,Litellm,$160K - $220K,"San Francisco, CA, US / Remote (US)"
Sales Development Representative,https://www.ycombinator.com/companies/cercli/jobs/mZtt3ll-sales-development-representative,Cercli,3+ years,"Dubai, Dubai, AE / Remote"
Senior Backend Engineer,https://www.ycombinator.com/companies/cercli/jobs/RwHqfaZ-senior-backend-engineer,Cercli,6+ years,"Dubai, Dubai, AE / Remote"
Full Stack Software Engineer at Vendora (W23),https://www.ycombinator.com/companies/vendora/jobs/HFjtfzf-full-stack-software-engineer-at-vendora-w23,Vendora,$110K - $180K,"New York, NY, US"
Senior Software Engineer,https://www.ycombinator.com/companies/type/jobs/m3GcN1t-senior-software-engineer,Type,$175K - $250K,"NY, US"
Machine Learning Architect,https://www.ycombinator.com/companies/meru/jobs/Hn3I354-machine-learning-architect,Meru,$100K - $150K,"San Francisco, CA, US"
Software Engineer,https://www.ycombinator.com/companies/meru/jobs/Pq0LIUw-software-engineer,Meru,$100K - $140K,"San Francisco, CA, US"
Machine Learning Engineer - Persana AI,https://www.ycombinator.com/companies/persana-ai/jobs/QcOYh0F-machine-learning-engineer-persana-ai,Persana Ai,$100K - $250K,"San Francisco, CA, US"
Full Stack Engineer - Persana AI,https://www.ycombinator.com/companies/persana-ai/jobs/k1ph15d-full-stack-engineer-persana-ai,Persana Ai,$90K - $180K,"San Francisco, CA, US"
Founding AE,https://www.ycombinator.com/companies/persana-ai/jobs/xBlEZEe-founding-ae,Persana Ai,$63.6K - $110K,"San Francisco, CA, US"
"DevOps Engineer, Hybride position, Paris, Île-de-France",https://www.ycombinator.com/companies/escape/jobs/7iirnrX-devops-engineer-hybride-position-paris-ile-de-france,Escape,€55K - €65K EUR,"Paris, IDF, FR"
"Sales Engineer, Cybersecurity - Hybride role, Paris, Île-de-France",https://www.ycombinator.com/companies/escape/jobs/b6tBOlQ-sales-engineer-cybersecurity-hybride-role-paris-ile-de-france,Escape,€55 - €65 EUR,"Paris, IDF, FR"
"Business Development Representative (BDR) - Hybrid Role, NYC",https://www.ycombinator.com/companies/escape/jobs/FIpnrFT-business-development-representative-bdr-hybrid-role-nyc,Escape,$50K - $100K,"New York, NY, US"
Senior Machine Learning Engineer,https://www.ycombinator.com/companies/keeling-labs/jobs/wSniIof-senior-machine-learning-engineer,Keeling Labs,$130K - $165K,"Venice, CA Office"
Sr. Technical Support Specialist I,https://www.ycombinator.com/companies/poll-everywhere/jobs/UDqZx5J-sr-technical-support-specialist-i,Poll Everywhere,$60K - $80K,Remote / Remote (US)
Business Development Representative,https://www.ycombinator.com/companies/pier/jobs/e7WnWVP-business-development-representative,Pier,$60K - $120K,"San Francisco, CA, US"
Founding Engineer (Full Stack),https://www.ycombinator.com/companies/pier/jobs/W6Bouqf-founding-engineer-full-stack,Pier,$180K - $230K,"San Francisco, CA, US"
Head of Finance,https://www.ycombinator.com/companies/finni-health/jobs/N5SWxJL-head-of-finance,Finni Health,$150K - $210K,"US / San Francisco, CA, US / New York, NY, US / Remote (US; San Francisco, CA, US; New York, NY, US)"
Senior Full-Stack Software Developer,https://www.ycombinator.com/companies/finni-health/jobs/0x208yx-senior-full-stack-software-developer,Finni Health,$140K - $200K,"San Francisco, CA, US / Remote (US)"
Founding Engineer,https://www.ycombinator.com/companies/untether-labs/jobs/wq4vhSG-founding-engineer,Untether Labs,$65K - $190K CAD,"Vancouver, BC, CA / Remote (CA)"
Founding Engineer,https://www.ycombinator.com/companies/untether-labs/jobs/zSidtzG-founding-engineer,Untether Labs,$90K - $150K,"San Francisco, CA, US / Remote (US)"
Technical GTM (pre and post sales),https://www.ycombinator.com/companies/vellum/jobs/wbAJHf5-technical-gtm-pre-and-post-sales,Vellum,$150K - $200K,"San Francisco, CA, US / New York, NY, US / Remote (US)"
"Founding Full Stack Engineer - LLM, Applied AI (no prior LLM experience required)",https://www.ycombinator.com/companies/berry/jobs/zyTnhbD-founding-full-stack-engineer-llm-applied-ai-no-prior-llm-experience-required,Berry,$50K - $75K,Remote
Technical Recruiter,https://www.ycombinator.com/companies/fern/jobs/UEz0Bbj-technical-recruiter,Fern,$170K - $210K,"NY, US"
Technical Account Executive (Full Cycle) ,https://www.ycombinator.com/companies/fern/jobs/OoOmmkp-technical-account-executive-full-cycle,Fern,$180K - $240K,"NY, US"
Frontend Engineer,https://www.ycombinator.com/companies/fern/jobs/UJemKYf-frontend-engineer,Fern,$170K - $210K,"New York, NY, US"
Backend Engineer,https://www.ycombinator.com/companies/fern/jobs/ayxViUi-backend-engineer,Fern,$170K - $210K,"New York, NY, US"
AI Engineer,https://www.ycombinator.com/companies/fern/jobs/bEL3MoW-ai-engineer,Fern,$170K - $210K,"New York, NY, US"
Deployed Engineer,https://www.ycombinator.com/companies/fern/jobs/KmSsgCu-deployed-engineer,Fern,$170K - $210K,"New York, NY, US"
Chief of Staff,https://www.ycombinator.com/companies/constant/jobs/ubCdO7K-chief-of-staff,Constant,$80K - $110K,"New York, NY, US / Remote (US)"
Senior Software Engineer (Full-Stack),https://www.ycombinator.com/companies/constant/jobs/gwq7C1L-senior-software-engineer-full-stack,Constant,$100K - $200K,"New York, NY, US / Remote (US)"
Founding SDR @ YC-backed construction software startup,https://www.ycombinator.com/companies/dill/jobs/kmgbPbk-founding-sdr-yc-backed-construction-software-startup,Dill,Any (new grads ok),"San Francisco, CA, US"
Backend Product Engineer (Golang),https://www.ycombinator.com/companies/invopop/jobs/89saev7-backend-product-engineer-golang,Invopop,€35K - €75K EUR,"Madrid, MD, ES / Madrid, Community of Madrid, ES"
Frontend Engineer,https://www.ycombinator.com/companies/playht/jobs/MYdGfCi-frontend-engineer,Playht,$120K - $180K,"Palo Alto, CA"
Design Engineer,https://www.ycombinator.com/companies/playht/jobs/5YCHZiO-design-engineer,Playht,$80K - $150K,"Palo Alto, CA"
Software Engineer Intern,https://www.ycombinator.com/companies/playht/jobs/2NLrbyW-software-engineer-intern,Playht,$16 - $35,"Palo Alto, CA"
ML Engineer/Researcher,https://www.ycombinator.com/companies/playht/jobs/kaUiZJj-ml-engineer-researcher,Playht,$100K - $160K,"Palo Alto, CA"
Senior Product Engineer,https://www.ycombinator.com/companies/playht/jobs/BQNoOFS-senior-product-engineer,Playht,$150K - $250K,"Palo Alto, CA, US"
Product Engineer,https://www.ycombinator.com/companies/playht/jobs/iLOSSM5-product-engineer,Playht,$120K - $180K,"Palo Alto, CA, US"
Senior ML Engineer/Researcher,https://www.ycombinator.com/companies/playht/jobs/UD4hh8X-senior-ml-engineer-researcher,Playht,$180K - $300K,"Palo Alto, CA, US"
Account Executive,https://www.ycombinator.com/companies/clad/jobs/jHEn3Xk-account-executive,Clad,$80K - $120K,"New York, NY, US / Remote (US)"
Full Stack Software Engineer,https://www.ycombinator.com/companies/clad/jobs/YHGyRSf-full-stack-software-engineer,Clad,$140K - $200K,"New York, NY, US"
Account Executive,https://www.ycombinator.com/companies/pylon-2/jobs/4JIzWBm-account-executive,Pylon 2,$100 - $130,San Francisco
Senior Software Engineer,https://www.ycombinator.com/companies/pylon-2/jobs/JI8K5Du-senior-software-engineer,Pylon 2,$120K - $200K,"San Francisco, CA, US"
Founding Engineer,https://www.ycombinator.com/companies/muffin-data/jobs/VIQWRYk-founding-engineer,Muffin Data,$100K - $200K,"Santa Cruz, CA, US / Remote (US; CA)"
Brand Account Executive,https://www.ycombinator.com/companies/peeba/jobs/rNDp9e7-brand-account-executive,Peeba,1+ years,PH / Remote (PH)
Brand Account Executive,https://www.ycombinator.com/companies/peeba/jobs/3LSy941-brand-account-executive,Peeba,1+ years,"Jakarta, Jakarta, ID"
Software Engineer,https://www.ycombinator.com/companies/diffuse-bio/jobs/vOf4HTO-software-engineer,Diffuse Bio,$90K - $130K,"Menlo Park, CA / Remote (US)"
ML Research Engineer,https://www.ycombinator.com/companies/diffuse-bio/jobs/xqlE8GS-ml-research-engineer,Diffuse Bio,$90K - $130K,"Menlo Park, CA, US / Remote (US; CA)"
Founding Engineer,https://www.ycombinator.com/companies/inbuild/jobs/F5QTABH-founding-engineer,Inbuild,$100K - $200K,"Boise, ID, US / Santa Barbara, CA, US"
Frontend Engineer,https://www.ycombinator.com/companies/univerbal/jobs/wEt9nHI-frontend-engineer,Univerbal,$85K - $115K,"Zürich, ZH, CH / CH"
Full Stack Engineer,https://www.ycombinator.com/companies/univerbal/jobs/JJDaFcX-full-stack-engineer,Univerbal,$85K - $115K,"Zürich, ZH, CH / CH"
"Business Operations Manager, Healthcare Revenue Cycle",https://www.ycombinator.com/companies/loula/jobs/Ck4sUfG-business-operations-manager-healthcare-revenue-cycle,Loula,$80K - $90K,"New York, NY, US / Remote (NY, US; NJ, US; Philadelphia, PA, US; CT, US; CA, US)"
Marketing Specialist / Intern ,https://www.ycombinator.com/companies/sirdab/jobs/kkBqgjK-marketing-specialist-intern,Sirdab,3+ years,"Remote (Riyadh, Riyadh Province, SA)"
Sr. Mobile Developer,https://www.ycombinator.com/companies/sirdab/jobs/pEZRFiY-sr-mobile-developer,Sirdab,3+ years,"Riyadh, Riyadh Province, SA / Remote"
Sr. Frontend Engineer,https://www.ycombinator.com/companies/sirdab/jobs/RaVdXYw-sr-frontend-engineer,Sirdab,3+ years,"Riyadh, Riyadh Province, SA / Remote"
Product Design ,https://www.ycombinator.com/companies/sirdab/jobs/4IEpJgf-product-design,Sirdab,3+ years,SA / Remote
Business Development Specialist,https://www.ycombinator.com/companies/sirdab/jobs/Fl3AelN-business-development-specialist,Sirdab,1+ years,SA
Fullstack Software Engineer,https://www.ycombinator.com/companies/sirdab/jobs/akz5rRe-fullstack-software-engineer,Sirdab,6+ years,SA / Remote (EG; SA; PK; IN; YE; PL; UA; RU)
Operations Manager ,https://www.ycombinator.com/companies/sirdab/jobs/GhCW6uL-operations-manager,Sirdab,3+ years,SA
Content Creator (Contractual Full Time),https://www.ycombinator.com/companies/superkalam/jobs/5pWnY3e-content-creator-contractual-full-time,Superkalam,₹300K - ₹350K INR,IN / Remote (IN)
UPSC Content Development (SEO Blogs),https://www.ycombinator.com/companies/superkalam/jobs/CuJvwq8-upsc-content-development-seo-blogs,Superkalam,₹216K - ₹300K INR,IN / Remote (IN)
(Internship) Social Media Content Creator (Short Form),https://www.ycombinator.com/companies/superkalam/jobs/adYN7Wt-internship-social-media-content-creator-short-form,Superkalam,₹6K - ₹12K INR,IN / Remote (IN)
Senior/Lead Mobile engineer (Android + React Native),https://www.ycombinator.com/companies/superkalam/jobs/9Pe6lBY-senior-lead-mobile-engineer-android-react-native,Superkalam,₹1.6M - ₹3M INR,"Bengaluru, KA, IN / Remote (Bengaluru, KA, IN)"
Mobile engineer - React Native (Internship),https://www.ycombinator.com/companies/superkalam/jobs/Umo6XZ4-mobile-engineer-react-native-internship,Superkalam,₹25K - ₹35K INR,"Bengaluru, KA, IN / Remote (Bengaluru, KA, IN)"
Content Associate (UPSC Focus),https://www.ycombinator.com/companies/superkalam/jobs/vNQ7o3U-content-associate-upsc-focus,Superkalam,₹500K - ₹600K INR,IN / Remote (IN)
Platform / Framework Engineer,https://www.ycombinator.com/companies/alaan/jobs/9IzD0tV-platform-framework-engineer,Alaan,₹1.5M - ₹2M INR,"Bengaluru, KA, IN / Bengaluru, Karnataka, IN"
Intern - Mobile Engineering,https://www.ycombinator.com/companies/alaan/jobs/2dnMF6n-intern-mobile-engineering,Alaan,₹20K - ₹50K INR,"Bengaluru, KA, IN / Bengaluru, Karnataka, IN"
Backend Engineer,https://www.ycombinator.com/companies/alaan/jobs/J1PLtln-backend-engineer,Alaan,₹15 - ₹35 INR,"Bengaluru, KA, IN"
Tech Lead / Platform Engineer,https://www.ycombinator.com/companies/alaan/jobs/QZbmGPf-tech-lead-platform-engineer,Alaan,₹35 - ₹60 INR,"Bengaluru, KA, IN"
DevOps Engineer,https://www.ycombinator.com/companies/alaan/jobs/bn4UOjX-devops-engineer,Alaan,$47.9K - $63.9K,"Riyadh, Riyadh Province, SA"
Backend Engineer,https://www.ycombinator.com/companies/alaan/jobs/iCjUqXA-backend-engineer,Alaan,$47.9K - $63.9K,"Riyadh, Riyadh Province, SA"
Fullstack Engineer,https://www.ycombinator.com/companies/alaan/jobs/1UtsIkP-fullstack-engineer,Alaan,$47.9K - $63.9K,"Riyadh, Riyadh Province, SA"
Data Ninja,https://www.ycombinator.com/companies/alaan/jobs/Yx8YouY-data-ninja,Alaan,₹1M - ₹1.8M INR,"Bengaluru, KA, IN"
QA Analyst,https://www.ycombinator.com/companies/alaan/jobs/eMaWHse-qa-analyst,Alaan,₹500K - ₹700K INR,"Bengaluru, KA, IN"
DevOps - Engineer ,https://www.ycombinator.com/companies/alaan/jobs/PPvU5GP-devops-engineer,Alaan,₹1.5M - ₹2.5M INR,"Bengaluru, KA, IN / SA"
Customer Success Manager ,https://www.ycombinator.com/companies/alaan/jobs/ilSVo4L-customer-success-manager,Alaan,₹600K - ₹1.2M INR,"Dubai, Dubai, AE"
QA Lead,https://www.ycombinator.com/companies/alaan/jobs/iNXz1ZF-qa-lead,Alaan,₹3.2M - ₹4M INR,"Bengaluru, KA, IN"
Full Stack Engineer ,https://www.ycombinator.com/companies/alaan/jobs/yUIbXgT-full-stack-engineer,Alaan,₹1M - ₹2.5M INR,"Bengaluru, KA, IN"
Sales Development Representative,https://www.ycombinator.com/companies/alaan/jobs/fs9FQ8z-sales-development-representative,Alaan,$20K - $30K,Remote
Customer Experience Associate - Russian Speaker,https://www.ycombinator.com/companies/alaan/jobs/rCIiAN3-customer-experience-associate-russian-speaker,Alaan,$10K - $15K,GE / UZ / AZ / Remote (GE; UZ; AZ)
Frontend Engineer,https://www.ycombinator.com/companies/alaan/jobs/cC65hu6-frontend-engineer,Alaan,₹800K - ₹2.2M INR,"Bengaluru, KA, IN"
Account Executive,https://www.ycombinator.com/companies/alaan/jobs/OTvqzgB-account-executive,Alaan,$25K - $50K,"Dubai, Dubai, AE"
Lead Product Manager,https://www.ycombinator.com/companies/odigos-technologies-inc/jobs/L2pKnWr-lead-product-manager,Odigos Technologies Inc,$100K - $250K,"Tel Aviv-Yafo, Tel Aviv District, IL / Boston, MA, US / Remote"
Lead DevRel Engineer,https://www.ycombinator.com/companies/odigos-technologies-inc/jobs/MOo8djB-lead-devrel-engineer,Odigos Technologies Inc,$120K - $200K,"Tel Aviv-Yafo, Tel Aviv District, IL / Remote (US)"
eBPF Engineer,https://www.ycombinator.com/companies/odigos-technologies-inc/jobs/6pSjpry-ebpf-engineer,Odigos Technologies Inc,$120K - $200K,"Tel Aviv-Yafo, Tel Aviv District, IL"
Founding Backend Engineer,https://www.ycombinator.com/companies/odigos-technologies-inc/jobs/gc3sdVX-founding-backend-engineer,Odigos Technologies Inc,$120 - $200,"Tel Aviv-Yafo, Tel Aviv District, IL"
